product,entry,kegg,name,formula,metanetx,modelseed,bigg,chebi,metacyc,sabio_rk,reactome,smiles
Guanosine 5'-monophosphate,C00144,C00144,GMP,C10H14N5O8P,MNXM1101285,cpd00126,gmp,17345;58115,GMP,1309,R-ALL-113578;R-ALL-113579;R-ALL-29626;R-ALL-3221703;R-ALL-744239,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
adenosine monophosphate,,,,,,,,,,,,
adenosine,C00212,C00212,Adenosine,C10H13N5O4,MNXM1105760,cpd00182,adn,16335,ADENOSINE,1402,R-ALL-727755;R-ALL-83908;R-ALL-83909,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
inosine monophosphate,C00130,C00130,IMP,C10H13N4O8P,MNXM1101868,cpd00114,imp,17202;58053,IMP,1306,R-ALL-109286;R-ALL-2509792;R-ALL-29602;R-ALL-3221708,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
Protocatechuic acid,C00230,C00230,"3,4-Dihydroxybenzoate",C7H6O4,MNXM1137687,cpd00197;cpd28658;cpd28745,,36062;36241,3-4-DIHYDROXYBENZOATE,1983,R-ALL-175977,O=C(O)c1ccc(O)c(O)c1
Vanillin β-D-glucoside,,,,,,,,,,,,
xylose-based ethanol,,,,,,,,,,,,
furoic acid,,,,,,,,,,,,
Poly(lactate-co-3-hydroxybutyrate,,,,,,,,,,,,
tannase,,,,,,,,,,,,
α-linolenic acid,C06427,C06427,"(9Z,12Z,15Z)-Octadecatrienoic acid",C18H30O2,MNXM1108303,cpd03850,lnlnca,27432;32387,LINOLENIC_ACID,2893,R-ALL-2046056;R-ALL-400174;R-ALL-400506,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
Recombinant Ganoderma lucidum Manganese Peroxidase 1,,,,,,,,,,,,
insoluble glucans,,,,,,,,,,,,
neutral lipid,,,,,,,,,,,,
Cell Dry Weight,,,,,,,,,,,,
n-Butanol,C06142,C06142,1-Butanol,C4H10O,MNXM3230,cpd03662,1btol;btoh,28885,BUTANOL,25507;2869,,CCCCO
(S)-canadine,C03329,C03329,(S)-Canadine,C20H21NO4,MNXM1610,cpd02117,,16592,S-TETRAHYDROBERBERINE,6555,,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4
berberine,C00757,C00757,Berberine,C20H18NO4,MNXM1416,cpd00563,,16118,BERBERINE,,,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
11β-hydroxy-manoyl oxide,,,,,,,,,,,,
para-aminobenzoic acid,,,,,,,,,,,,
7-pentadecene,,,,,,,,,,,,
alkanes,,,,,,,,,,,,
alkenes,,,,,,,,,,,,
total lipids or TAG fraction,,,,,,,,,,,,
triacylglycerols,,,,,,,,,,,,
protodeoxy-violaceinic acid,C21131,C21131,Protodeoxyviolaceinic acid,C21H15N3O2,MNXM97268,cpd24293,,90906;90907,CPD-14320,,,O=C(O)c1[nH]c(-c2c[nH]c3ccccc23)cc1-c1c[nH]c2ccccc12
Long chain triacyl glycerol,,,,,,,,,,,,
Medium chain triacyl glycerol,,,,,,,,,,,,
dicarboxylic acid,C02028,C02028,Dicarboxylate,C2H2O4(CH2)n,MNXM735804,cpd28483,,28383;35692;35693,dicarboxylate,,,O=C(O)CC(=O)O
11-oxo-13R-manoyl oxide,,,,,,,,,,,,
glycerate,C00258,C00258,D-Glycerate,C3H6O4,MNXM732052,cpd00223,glyc__R,16659;32398,GLYCERATE,1999;3917,,O=C(O)[C@H](O)CO
ethanol production,,,,,,,,,,,,
farnesyl diphosphate,C00448,C00448,"trans,trans-Farnesyl diphosphate",C15H28O7P2,MNXM1103344,cpd00350,frdp,17407;175763;50277,FARNESYL-PP,5095,R-ALL-191385;R-ALL-2162257;R-ALL-2530486;R-ALL-4419987,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
Alpha-Terpineol,C16772,C16772,alpha-Terpineol,C10H18O,MNXM734481,cpd17114,,22469,CPD-14022,,,CC1=CCC(C(C)(C)O)CC1
lipase CalB,,,,,,,,,,,,
Ginsenoside compound K,,,,,,,,,,,,
SNF1,,,,,,,,,,,,
1-octadecanol,,,,,,,,,,,,
major volatile compound,,,,,,,,,,,,
2-keto-l-gulonic acid,C15673,C15673,2-Dehydro-L-idonate,C6H10O7,MNXM2177,cpd11314,,19543;36602,CPD-13059,2527,,O=C(O)C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO
p-hydroxybenzoic acid,,,,,,,,,,,,
p-aminobenzoic acid,,,,,,,,,,,,
Exopolysaccharides,,,,,,,,,,,,
single cell oils,,,,,,,,,,,,
l-arabitol,C00532,C00532,L-Arabitol,C5H12O5,MNXM740330,cpd00417,abt,18403,L-ARABITOL,2078,,OC[C@H](O)C(O)[C@@H](O)CO
aminoriboflavin,,,,,,,,,,,,
8-demethyl-8-aminoriboflavin-5'-phosphate,C21805,C21805,8-Amino-8-demethylriboflavin 5'-phosphate,C16H20N5O9P,MNXM1108572,,,140135,,,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1N
Roseoflavin,C21647,C21647,Roseoflavin,C18H23N5O6,MNXM12900,cpd35687,,136521;72346,CPD-19833,,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1N(C)C
Odd-chain fatty acids,,,,,,,,,,,,
total extracellular protein,,,,,,,,,,,,
starch-degrading enzymes,,,,,,,,,,,,
"taxa-4(20),11-dien-5α-ol",C11895,C11895,"Taxa-4(20),11(12)-dien-5alpha-ol",C20H32O,MNXM1295,cpd08693,,30038,TAXA-42011-DIEN-5A-OL,,,C=C1[C@@H](O)CC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C
"taxa-4(20),11-dien-5-α-yl acetate",,,,,,,,,,,,
Green Fluorescent Protein-Complement Factor H Fusion Protein,,,,,,,,,,,,
Fluorescent Indicator Protein for Lysine,,,,,,,,,,,,
tanshinone I,,,,,,,,,,,,
tanshinone IIA,,,,,,,,,,,,
dihydrotanshinone I,,,,,,,,,,,,
5-hydroxymethylfurfural acid,,,,,,,,,,,,
5-hydroxymethylfurfural alcohol,,,,,,,,,,,,
Fatty Acid Amyl Esters,,,,,,,,,,,,
Fatty Acid IsoButyl Esters,,,,,,,,,,,,
Fatty Acid Short- and Branched-Chain Alkyl Esters,,,,,,,,,,,,
fatty acid butyl esters,,,,,,,,,,,,
Fatty Acid Ethyl Esters,,,,,,,,,,,,
fatty acid methyl ester,C03395,C03395,Fatty acid methyl ester,C2H3O2R,MNXM11547,cpd02149,,25248;4986;52088,Fatty-acid-methyl-esters,,,*C(=O)OC
acetyl-triacylglycerols,,,,,,,,,,,,
l-malic acid,C00149,C00149,(S)-Malate,C4H6O5,MNXM1107192,cpd00130,mal__L,15589;30797,MAL,1918,R-ALL-113544;R-ALL-198498,O=C(O)C[C@H](O)C(=O)O
galactitol,C01697,C01697,Galactitol,C6H14O6,MNXM1233,cpd01171,galt,16813,GALACTITOL,2311,,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
7-Dehydrocholesterol,C01164,C01164,7-Dehydrocholesterol,C27H44O,MNXM730454,cpd00857,7dhchsterol,17759,CPD-4187,5416,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
octadecanol,,,,,,,,,,,,
human serum albumin,,,,,,,,,,,,
Gluconic Acid,,,,,,,,,,,,
"6,9-heptadecadiene",,,,,,,,,,,,
8-heptadecene,,,,,,,,,,,,
heptadecane,C01816,C01816,Heptadecane,C17H36,MNXM3030,cpd01250,,16148,HEPTADECANE-CPD,,,CCCCCCCCCCCCCCCCC
hydrocarbons,,,,,,,,,,,,
chimeric cellobiohydrolase I,,,,,,,,,,,,
ethyl palmitic,,,,,,,,,,,,
ethyl stearic,,,,,,,,,,,,
docosapentaenoic acid,C16513,C16513,"(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid",C22H34O2,MNXM726718,cpd16301,clpnd,53488;77224,CPD-13792,,R-ALL-444178,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
6-hydroxy hexyl acetate,,,,,,,,,,,,
"endo-1,4-β-endoxylanase",,,,,,,,,,,,
R-limonene,,,,,,,,,,,,
sterol ester,C01958,C01958,Steryl ester,C18H27O2R,MNXM738603,,,,,,,*C(=O)OC1CCC2C(CCC3C4CCCC4CCC23)C1
Collagenase Class I,,,,,,,,,,,,
collagenase ColH,,,,,,,,,,,,
folic acid,C00504,C00504,Folate,C19H19N7O6,MNXM617,cpd00393,fol,27470;62501,CPD-12826,2063,R-ALL-197965;R-ALL-200716,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
betaxanthins,,,,,,,,,,,,
porphyra-334,,,,,,,,,,,,
shinorine,,,,,,,,,,,,
Protocatechualdehyde,C16700,C16700,"3,4-Dihydroxybenzaldehyde",C7H6O3,MNXM2779,cpd16507,34dhbald,50205,CPD-7616,23378;28635,,O=Cc1ccc(O)c(O)c1
L-(&#x0002B;)-Ergothioneine,,,,,,,,,,,,
Artemisinic Acid,C20309,C20309,Artemisinate,C15H22O2,MNXM13415,cpd23797,,63749;64782,CPD-13248,,,C=C(C(=O)O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
dihydroartemisinic acid,,,,,,,,,,,,
free lipoic acid,,,,,,,,,,,,
Fatty alcohols,,,,,,,,,,,,
saturated fatty alcohol with a 16 carbon atom-long chain,,,,,,,,,,,,
unsaturated fatty acid alcohol C16:1Δ9-octadecen-1-ol,,,,,,,,,,,,
Gamma-hydroxy palmitic acid,,,,,,,,,,,,
+\-borneol,,,,,,,,,,,,
Tetraacetylphytosphingosine,,,,,,,,,,,,
"ergosta-5,7,22,24-tetraene-3β-ol",,,,,,,,,,,,
Glycyrrhetic acid,,,,,,,,,,,,
Glycyrrhetic acid 3-O-mono-β-D-glucuronide,,,,,,,,,,,,
Z-β-santalol,,,,,,,,,,,,
-(-)-β-bisabolol,,,,,,,,,,,,
"1,12-diaminododecanes",,,,,,,,,,,,
ubiquitin monomethyltransferase-green fluorescent protein,,,,,,,,,,,,
cyanidin-3-O-glucoside,C08604,C08604,Cyanidin 3-O-glucoside,C21H21O11,MNXM726986,cpd05511,,28426;61318;77857,CPD1F-766,10696,,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
delphinidin-3-O-glucoside,C12138,C12138,Delphinidin 3-O-glucoside,C21H21O12,MNXM1474,cpd08920,,144776;31463,CPD-7117,14174,,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
Carnosic acid,C21818,C21818,Carnosic acid,C20H28O4,MNXM726161,cpd34693,,138943;65585,CPD-18103,,,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2
mogrol,C21782,C21782,Mogrol,C30H52O4,MNXM745668,cpd33014,,138974,CPD-20463,,,C[C@H](CC[C@@H](O)C(C)(C)O)C1CC[C@@]2(C)C3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
citramalate,C00815,C00815,Citramalate,C5H8O5,MNXM1107725,cpd00607;cpd01701,,13997;15584;29003;30936,CPD-14325;S-CITRAMALATE,,,CC(O)(CC(=O)O)C(=O)O
fatty acid degradation products,,,,,,,,,,,,
10-hydroxydecanoic acid,C02774,C02774,10-Hydroxydecanoic acid,C10H20O3,MNXM3785,cpd01788,omhdecacid,11305;17409,10-HYDROXYDECANOATE,,,O=C(O)CCCCCCCCCO
16-hydroxyhexadecanoic acid,C18218,C18218,16-Hydroxypalmitate,C16H32O3,MNXM2459,cpd19486,whhdca,55328;55329,16-HYDROXYPALMITATE,23374,,O=C(O)CCCCCCCCCCCCCCCO
decanedioic acid,C08277,C08277,Sebacic acid,C10H18O4,MNXM730743,cpd05192,sebacid,41865;76283,CPD-3623,,,O=C(O)CCCCCCCCC(=O)O
dodecanedioic acid,C02678,C02678,Dodecanedioic acid,C12H22O4,MNXM51465,cpd01740,dodecanac,4676;76273,CPD-10670,,,O=C(O)CCCCCCCCCCC(=O)O
hexadecanedioic acid,C19615,C19615,Hexadecanedioate,C16H30O4,MNXM11807,cpd20868,hexdiac,73722;76276,CPD-10511,,,O=C(O)CCCCCCCCCCCCCCC(=O)O
tetradecanedioic acid,,,,,,,,,,,,
5-methylindole-2-carboxylic acid,,,,,,,,,,,,
Cellobiohydrolase II,,,,,,,,,,,,
fatty acid methyl esters,,,,,,,,,,,,
coproporphyrin III,C05770,C05770,Coproporphyrin III,C36H38N4O8,MNXM164684,cpd03418,C05770,131725;27609,COPROPORPHYRIN_III,8129,,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C
cis-9-Octadecenoic,,,,,,,,,,,,
Catechol,C00090,C00090,Catechol,C6H6O2,MNXM731896,cpd00077;cpd01232,catechol,18135;32402;50524,CATECHOL,5002,,Oc1ccccc1O
Catechol,C15571,C15571,Catechol,C6H6O2,MNXM731896,cpd00077;cpd01232,catechol,18135;32402;50524,CATECHOL,5002,,Oc1ccccc1O
"3,7-Dioxo-decahydronaphthalene-2,6-bis(olate)",,,,,,,,,,,,
"2,3,5,6-Tetramethylpyrazine",,,,,,,,,,,,
sterol,C00370,C00370,Sterol,C17H28O,MNXM729150,cpd00301;cpd01808,,,,5056,,OC1CCC2C(CCC3C4CCCC4CCC23)C1
&#x03B2;-ionone,,,,,,,,,,,,
adenosine triphosphate,,,,,,,,,,,,
Sulfate,C00059,C00059,Sulfate,H2SO4,MNXM58,cpd00048;cpd29301,so4,16189;26836;45696,HSO4;SULFATE,1759,R-ALL-1606845;R-ALL-1609649;R-ALL-1614584;R-ALL-174375;R-ALL-427648,O=S(=O)(O)O
"3, 4-dihydroxyphenylacetic acid",C01161,C01161,"3,4-Dihydroxyphenylacetate",C8H8O4,MNXM645,cpd00854,34dhpacet;34dhpha,17612;41941,CPD-782,5413,,O=C(O)Cc1ccc(O)c(O)c1
diacylglycerol,C00165,C00165,Diacylglycerol,C5H6O5R2,MNXM738569,,,,,,,*C(=O)OCC(CO)OC(*)=O
ursolic acid,C08988,C08988,Ursolic acid,C30H48O3,MNXM88617,cpd05884,,9908,CPD-14496,,,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C
ursolic acid 28-O-β-D-glucopyranoside,,,,,,,,,,,,
protein,C00017,C00017,Protein,C2H4NO2R(C2H2NOR)n,MNXM733321,,,,,,,*[C@H](N)C(=O)N[C@@H](*)C(=O)O
cellular lipid,,,,,,,,,,,,
palmitoleic acid,C08362,C08362,(9Z)-Hexadecenoic acid,C16H30O2,MNXM1107900,cpd05274,hdcea,28716;32372,CPD-9245,10457,R-ALL-400486,CCCCCC/C=C\CCCCCCCC(=O)O
heterologous thioesterases,,,,,,,,,,,,
Mouse Stearoyl-CoA Desaturase 3,,,,,,,,,,,,
triacylglycerol lipases TGL3 and TGL4,,,,,,,,,,,,
germacrene-A,,,,,,,,,,,,
trans-trans-farnesol,,,,,,,,,,,,
terpenoid backbone,,,,,,,,,,,,
phenazine compounds,,,,,,,,,,,,
phosphatidylethanolamine,C00350,C00350,Phosphatidylethanolamine,C7H12NO8PR2,MNXM115,cpd11456,pe_hs,16038;45210;57613,,5052,R-ALL-1500581;R-ALL-1524083;R-ALL-1602375;R-ALL-3234112;R-ALL-939760;R-ALL-947595,*C(=O)OCC(COP(=O)(O)OCCN)OC(*)=O
"1,1′-Diethyldicarboxylate-3,3′-benzoyl-7,7′-bis(indolizine)",,,,,,,,,,,,
levan,C06215,C06215,Levan,C12H22O11(C6H10O5)n,MNXM733773,,,16703,,,,OC[C@H]1O[C@@](CO)(OC[C@H]2O[C@@](CO)(OC[C@H]3O[C@](O)(CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
yeast biomass,,,,,,,,,,,,
β-eudesmol,C09664,C09664,beta-Eudesmol,C15H26O,MNXM5072,cpd06558,,10417,CPD-11432,,,C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12
cellulosic ethanol,,,,,,,,,,,,
2-methylbutyl acetate,,,,,,,,,,,,
α-ketoglutarate,,,,,,,,,,,,
firefly luciferase,,,,,,,,,,,,
total phospholipids,,,,,,,,,,,,
Thioredoxin-human growth hormone fusion protein,,,,,,,,,,,,
p-coumaric acid methyl ester,,,,,,,,,,,,
salicylamide,,,,,,,,,,,,
mycosubtilin,C12030,C12030,Mycosubtilin,C37H51N12O14R,MNXM62734,cpd08822,,29633,,,,*C1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N1
dammarenediol II,C19829,C19829,Dammarenediol-II,C30H52O2,MNXM4560,cpd21072,,62416,CPD-9240,,,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
aromatic compounds,,,,,,,,,,,,
"isobutyl alcohol, phenethyl alcohol, 1-butanol, isoamyl alcohol",,,,,,,,,,,,
Bacterial Cellulose,,,,,,,,,,,,
Bacterial Cellulose Pellicle weights,,,,,,,,,,,,
Bacterial Cellulose Pellicles,,,,,,,,,,,,
Bacterial Cellulose synthesized from crude glycerol,,,,,,,,,,,,
Bacterial Cellulose produced from glucose,,,,,,,,,,,,
Bacterial Cellulose synthesized from pure glycerol,,,,,,,,,,,,
polymeric pigments,,,,,,,,,,,,
total volatiles,,,,,,,,,,,,
Conjugated Linoleic Acid,,,,,,,,,,,,
Linoleic Acid,C01595,C01595,Linoleate,C18H32O2,MNXM1108069,cpd01122,lnlc;ocdcya,17351;30245,LINOLEIC_ACID,2298,R-ALL-2046044;R-ALL-2864095;R-ALL-400158;R-ALL-879520;R-ALL-879655,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
unsaturated LA,,,,,,,,,,,,
DL-lactic acid,,,,,,,,,,,,
O-succinyl-L-homoserine,C01118,C01118,O-Succinyl-L-homoserine,C8H13NO6,MNXM820,cpd00822,suchms,16160;57661,O-SUCCINYL-L-HOMOSERINE,2250,,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O
available Phosphorus,,,,,,,,,,,,
solubilized Phosphorus,,,,,,,,,,,,
b-amyrin,,,,,,,,,,,,
dihydroxy-mevalonate,,,,,,,,,,,,
saturated fatty acid,,,,,,,,,,,,
codon-optimized IDS cDNA,,,,,,,,,,,,
Wild-type human IDS,,,,,,,,,,,,
caffeoyl-3-hydroxyanthranilic acid,,,,,,,,,,,,
myrcene,C06074,C06074,Myrcene,C10H16,MNXM2022,cpd03619,,17221,CPD-4888,,,C=CC(=C)CCC=C(C)C
Cysteine,C00736,C00736,Cysteine,C3H7NO2S,MNXM738067,cpd00547,,15356;32456;32457;32458;35237,,2142,,NC(CS)C(=O)O
b-peptidyl aminopeptidase 3-2W4 BapA,,,,,,,,,,,,
Zeaxanthin,C06098,C06098,Zeaxanthin,C40H56O2,MNXM731637,cpd03637,zeax,27547,CPD1F-130,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
beta-ketoadipate,,,,,,,,,,,,
furfural,C14279,C14279,Furfural,C5H4O2,MNXM54039,cpd09978,,34768,CPD0-2357,21538,,O=Cc1ccco1
Hydroxymethylfurfural,,,,,,,,,,,,
"2,5-bis-hydroxymethylfuran",,,,,,,,,,,,
cetyl alcohol,C00823,C00823,1-Hexadecanol,C16H34O,MNXM725,cpd00613,,16125,CPD-348,2167,R-ALL-390440,CCCCCCCCCCCCCCCCO
myristyl alcohol,,,,,,,,,,,,
palmitoleyl alcohol,,,,,,,,,,,,
steary alcohol,,,,,,,,,,,,
amino acid,C00045,C00045,Amino acid,C2H4NO2R,MNXM735845,,,,,,,*C(N)C(=O)O
Betulinic aldehyde,,,,,,,,,,,,
"3-hydroxy-lanosta-8, 24-dien-26-oic acid",,,,,,,,,,,,
i-body,,,,,,,,,,,,
human Lysozyme,,,,,,,,,,,,
Fab-3H6,,,,,,,,,,,,
linolenic acid,,,,,,,,,,,,
prenol,C01390,C01390,Prenol,C5H10O,MNXM737751,cpd01000,,16019,PRENOL,5553,,CC(C)=CCO
prenol,C17628,C17628,Prenol,,MNXM737753,,,,,,,
eicosapentaenoic acid,C06428,C06428,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",C20H30O2,MNXM727959,cpd03851,tmndnc,28364;58562,5Z8Z11Z14Z17Z-EICOSAPENTAENOATE,2894,R-ALL-400199,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
β-poly(l-malic acid,,,,,,,,,,,,
CB4-1 scFv-GFP,,,,,,,,,,,,
B-cell maturation antigen and Fc fusion protein,,,,,,,,,,,,
recombinant human BCMA-Fc,,,,,,,,,,,,
total ester,,,,,,,,,,,,
methanol,C00132,C00132,Methanol,CH4O,MNXM729800,cpd00116,meoh,156265;17790,METOH,55,,CO
recombinant human erythropoietin,,,,,,,,,,,,
heterologous glucose oxidase,,,,,,,,,,,,
native amylase,,,,,,,,,,,,
TAN-1612,,,,,,,,,,,,
"C20:3Δ8,11,14",,,,,,,,,,,,
"C20:4Δ8,11,14,17",,,,,,,,,,,,
Galactooligosaccharides,,,,,,,,,,,,
fructooligosaccharides,,,,,,,,,,,,
Compound K,,,,,,,,,,,,
Dammarenediol-II,C19829,C19829,Dammarenediol-II,C30H52O2,MNXM4560,cpd21072,,62416,CPD-9240,,,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
22-hydroxycampest-4-en-3-one,,,,,,,,,,,,
beta-sitosterol,C01753,C01753,beta-Sitosterol,C29H50O,MNXM734381,cpd01210,,176889;27693,CPD-4143,5776,,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
euphol,C08624,C08624,Euphol,C30H50O,MNXM7344,cpd05531,,4940,,,,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
taxifolin,C01617,C01617,Taxifolin,C15H12O7,MNXM983,cpd01135,,17948;38747;58329,CPD-474,5702,,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
secreted alkaline phosphatase,,,,,,,,,,,,
β-lactamase,,,,,,,,,,,,
zearalenone-14-O-β-glucoside,,,,,,,,,,,,
zearalenone-16-O-β-glucoside,,,,,,,,,,,,
Caryophyllene,C09629,C09629,beta-Caryophyllene,C15H24,MNXM1105679,cpd06523,,10357,CPD-8230,,,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
Farnesol,C01493,C01493,Farnesol,,MNXM7348,,,,,,,
Sabinene,C16777,C16777,Sabinene,C10H16,MNXM81353,cpd17119;cpd24545,,50027,CPD-4893,,,C=C1CCC2(C(C)C)CC12
Itaconic acid,C00490,C00490,Itaconate,C5H6O4,MNXM1747,cpd00380,itacon,17240;30838,ITACONATE,2059,,C=C(CC(=O)O)C(=O)O
hydroxylated α-amyrin,,,,,,,,,,,,
hydroxylated β-amyrin,,,,,,,,,,,,
16-methoxytabersonine,C11675,C11675,16-Methoxytabersonine,C22H26N2O3,MNXM2460,cpd08486,,58930;769,CPD-7164,,,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(OC)ccc14)[C@@H]32
"2,3-dihydro-3-hydroxylated MIAs",,,,,,,,,,,,
desacetoxyvindoline,C02673,C02673,Desacetoxyvindoline,C23H30N2O4,MNXM1920,cpd01736,,16957;57965,DEACETOXYVINDOLINE,,,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)C1)[C@@H]32
16,,,,,,,,,,,,
8-hydroxy ferruginol,,,,,,,,,,,,
sterol-esters,,,,,,,,,,,,
phospholipids,,,,,,,,,,,,
TAL,,,,,,,,,,,,
L-Tryptophan,C00078,C00078,L-Tryptophan,C11H12N2O2,MNXM741553,cpd00065;cpd19007,trp__L,16828;27897;32702;32704;32727;32728;57912;64554,TRP,2164;85,R-ALL-29500;R-ALL-352006;R-ALL-379709,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
noscapine,C09592,C09592,alpha-Narcotine,C22H23NO7,MNXM41512,cpd06487,,73237,CPD-14834,,R-ALL-3296422,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
(R)-(+)-limonene,,,,,,,,,,,,
(S)-(-)-limonene,,,,,,,,,,,,
Arabitol,,,,,,,,,,,,
11-hydroxy ferruginol,C21796,C21796,11-Hydroxyferruginol,C20H30O2,MNXM745645,cpd32056,,138942,CPD-20241,,,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2
sugiol,C21822,C21822,Sugiol,C20H28O2,MNXM745657,cpd32061,,138961,CPD-20267,,,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O
11-hydroxy sugiol,C21823,C21823,11-Hydroxysugiol,C20H28O3,MNXM745658,cpd35132,,138962,CPD-20269,,,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O
"11,20-dihydroxy ferruginol",C21830,C21830,"11,20-Dihydroxyferruginol",C20H30O3,MNXM745660,cpd32140,,138965,CPD-20271,,,CC(C)c1cc2c(c(O)c1O)[C@@]1(CO)CCCC(C)(C)[C@@H]1CC2
10-hydroxymethyl tetrahydromiltirone,,,,,,,,,,,,
friedelin,C08626,C08626,Friedelin,C30H50O,MNXM5162,cpd05533,,5171,CPD-13047,,,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C
2-methylprop-2-enal,,,,,,,,,,,,
ethylene acetate,,,,,,,,,,,,
8-oxogeraniol,,,,,,,,,,,,
dihydroniloticin,,,,,,,,,,,,
intracellular copper content,,,,,,,,,,,,
"7,4′-dihydroxyflavone",,,,,,,,,,,,
yeast cell dry weight,,,,,,,,,,,,
"1-tridecene, trideca-1,6-diene, 1-pentadecene, pentadecene-1,8-diene, heptadeca-1,10-diene",,,,,,,,,,,,
